,Type,Start,End,Duration,Day of Week,Budget,Currency,Clicks,Impressions,Spent,CTR,CPC,CPI,Target Age,Target Gender,Username,Email,Name,Gender,Age
24,GRZ,2018-06-15,2018-12-24,192,Friday,848597,USD,36570,500000,500419,0.07314,13.683866557287393,1.000838,45-55,B,seanhunt,colesteven@hotmail.com,Karen Gutierrez,F,22
25,AKX,2017-07-10,2018-11-11,489,Monday,61701,USD,27075,499999,21706,0.0541501083002166,0.8016989843028625,0.04341208682417365,40-45,F,seanhunt,colesteven@hotmail.com,Karen Gutierrez,F,22
26,KTR,2018-10-01,2018-09-20,-11,Monday,548026,GBP,49230,500000,541348,0.09846,10.996303067235425,1.082696,30-45,F,seanhunt,colesteven@hotmail.com,Karen Gutierrez,F,22
27,GRZ,2017-09-16,2018-01-08,114,Saturday,609092,GBP,31900,500001,559627,0.0637998724002552,17.543166144200626,1.119251761496477,40-55,B,seanhunt,colesteven@hotmail.com,Karen Gutierrez,F,22
28,KTR,2018-02-20,2019-08-02,528,Tuesday,895529,USD,34228,499997,682950,0.06845641073846444,19.95296248685287,1.3659081954491727,40-60,M,michaelpeterson,aaronphillips@hotmail.com,Diane Goodman,F,64
29,KTR,2018-08-29,2019-01-17,141,Wednesday,973701,EUR,87923,500000,225646,0.175846,2.566404695017231,0.451292,25-35,M,michaelpeterson,aaronphillips@hotmail.com,Diane Goodman,F,64
30,AKX,2018-10-10,2018-09-12,-28,Wednesday,250922,USD,16732,500000,202471,0.033464,12.100824766913698,0.404942,20-30,B,michaelpeterson,aaronphillips@hotmail.com,Diane Goodman,F,64
31,GRZ,2019-07-31,2020-06-20,325,Wednesday,374908,GBP,29623,500000,15605,0.059246,0.5267866185058907,0.03121,35-45,B,michaelpeterson,aaronphillips@hotmail.com,Diane Goodman,F,64
32,BYU,2018-12-02,2019-09-17,289,Sunday,972257,EUR,49844,500003,388409,0.09968740187558875,7.79249257683974,0.7768133391199653,40-60,M,michaelpeterson,aaronphillips@hotmail.com,Diane Goodman,F,64
33,BYU,2019-03-24,2019-10-27,217,Sunday,467598,GBP,22158,499998,410512,0.04431617726470906,18.52658182146403,0.8210272841091364,20-40,F,michaelpeterson,aaronphillips@hotmail.com,Diane Goodman,F,64
34,GRZ,2018-05-29,2018-08-14,77,Tuesday,124946,USD,49506,499999,9990,0.09901219802439605,0.20179372197309417,0.01998003996007992,25-45,B,michaelpeterson,aaronphillips@hotmail.com,Diane Goodman,F,64
35,GRZ,2019-01-05,2020-01-12,372,Saturday,996531,EUR,57461,500000,486692,0.114922,8.46995353370112,0.973384,30-35,B,michaelpeterson,aaronphillips@hotmail.com,Diane Goodman,F,64
36,KTR,2019-08-18,2019-11-14,88,Sunday,149797,GBP,64856,500001,122809,0.12971174057651885,1.893564203774516,0.24561750876498248,25-45,B,daviskyle,gonzalezjeffery@hotmail.com,Shane Diaz DDS,M,50
37,BYU,2018-07-27,2020-07-03,707,Friday,99488,USD,39980,500002,26066,0.07995968016127936,0.651975987993997,0.05213179147283411,40-50,F,daviskyle,gonzalezjeffery@hotmail.com,Shane Diaz DDS,M,50
38,GRZ,2018-01-07,2019-10-01,632,Sunday,99316,EUR,36132,499999,89383,0.07226414452828905,2.473790545776597,0.17876635753271505,35-40,M,daviskyle,gonzalezjeffery@hotmail.com,Shane Diaz DDS,M,50
39,KTR,2019-05-16,2019-05-25,9,Thursday,159467,GBP,54621,499998,53083,0.10924243696974788,0.9718423317039234,0.10616642466569866,25-35,M,daviskyle,gonzalezjeffery@hotmail.com,Shane Diaz DDS,M,50
40,AKX,2019-08-06,2020-05-15,283,Tuesday,17995,USD,60217,500003,9306,0.1204332774003356,0.15454107644020793,0.01861188832867003,25-45,F,ajackson,pking@yahoo.com,Katie Sanders,F,22
41,KTR,2018-10-10,2020-10-05,726,Wednesday,889376,USD,27774,499997,518667,0.05554833328999974,18.67455173903651,1.0373402240413443,35-45,M,ajackson,pking@yahoo.com,Katie Sanders,F,22
42,GRZ,2018-10-23,2019-07-12,262,Tuesday,522950,EUR,69379,499997,66190,0.13875883255299531,0.9540350826619006,0.1323807942847657,40-60,M,ajackson,pking@yahoo.com,Katie Sanders,F,22
43,AKX,2018-09-19,2020-02-07,506,Wednesday,31455,USD,62536,500001,15678,0.1250717498565003,0.2507035947294358,0.03135593728812543,45-65,M,kimlisa,patrickcraig@allen-davis.org,Leon Wood,M,34
44,BYU,2019-07-02,2020-11-03,490,Tuesday,562413,EUR,28653,500000,299387,0.057306,10.448713921753393,0.598774,25-30,B,kimlisa,patrickcraig@allen-davis.org,Leon Wood,M,34
45,KTR,2018-06-26,2019-09-16,447,Tuesday,877249,GBP,28007,500000,230545,0.056014,8.231692076980755,0.46109,25-35,M,kimlisa,patrickcraig@allen-davis.org,Leon Wood,M,34
46,AKX,2018-05-25,2019-04-22,332,Friday,209611,USD,80213,499999,77742,0.16042632085264172,0.9691945195915874,0.15548431096862195,45-55,B,kimlisa,patrickcraig@allen-davis.org,Leon Wood,M,34
47,KTR,2017-09-19,2019-02-03,502,Tuesday,632537,USD,29460,500001,314247,0.05891988216023568,10.666904276985743,0.628492743014514,35-45,B,kimlisa,patrickcraig@allen-davis.org,Leon Wood,M,34
48,KTR,2017-09-25,2018-03-16,172,Monday,10337,USD,44116,500002,7305,0.0882316470734117,0.16558618188412366,0.014609941560233758,30-55,F,kimlisa,patrickcraig@allen-davis.org,Leon Wood,M,34
49,KTR,2017-11-27,2019-02-26,456,Monday,874285,USD,40631,500000,330671,0.081262,8.138391868277916,0.661342,40-45,M,kimlisa,patrickcraig@allen-davis.org,Leon Wood,M,34
50,GRZ,2018-11-05,2018-04-09,-210,Monday,735498,GBP,67164,500000,572824,0.134328,8.528735632183908,1.145648,25-45,M,kimlisa,patrickcraig@allen-davis.org,Leon Wood,M,34
51,GRZ,2017-10-18,2018-04-08,172,Wednesday,892143,EUR,24228,500001,350693,0.04845590308819382,14.474698695723955,0.7013845972308055,35-45,F,hannahsavage,cooperjustin@cook-johnston.net,Linda Jacobs,F,49
52,AKX,2017-11-26,2019-01-29,429,Sunday,922587,EUR,18304,499997,468537,0.036608219649317895,25.597519667832167,0.9370796224777349,30-35,B,hannahsavage,cooperjustin@cook-johnston.net,Linda Jacobs,F,49
53,AKX,2018-08-21,2018-01-10,-223,Tuesday,443476,GBP,39701,499998,199714,0.07940231760927044,5.030452633434926,0.39942959771839087,25-30,F,anna70,ppalmer@cooper-wood.com,Amy Wright,F,39
54,GRZ,2017-07-10,2018-10-27,474,Monday,437728,USD,26746,499999,98664,0.05349210698421397,3.6889254467957824,0.1973283946567893,35-45,B,anna70,ppalmer@cooper-wood.com,Amy Wright,F,39
55,AKX,2017-12-19,2018-03-03,74,Tuesday,785185,GBP,27437,500001,59064,0.0548738902522195,2.1527134890840833,0.11812776374447251,25-40,M,anna70,ppalmer@cooper-wood.com,Amy Wright,F,39
56,KTR,2018-07-14,2018-09-18,66,Saturday,894223,EUR,32379,499999,485759,0.06475812951625903,15.002285431915748,0.9715199430398861,20-30,F,anna70,ppalmer@cooper-wood.com,Amy Wright,F,39
57,AKX,2019-09-06,2020-08-27,356,Friday,578639,GBP,19598,499998,225777,0.03919615678462714,11.520410245943463,0.4515558062232249,30-45,B,anna70,ppalmer@cooper-wood.com,Amy Wright,F,39
58,GRZ,2018-05-02,2019-06-08,402,Wednesday,16042,USD,52155,500000,12804,0.10431,0.2454989933851021,0.025608,30-50,F,aphillips,nicole01@nelson.com,Shannon Price,F,32
59,BYU,2018-09-22,2018-11-23,62,Saturday,34149,EUR,70933,500000,10640,0.141866,0.1500007048905305,0.02128,40-45,M,aphillips,nicole01@nelson.com,Shannon Price,F,32
60,GRZ,2017-12-11,2019-01-29,414,Monday,339470,GBP,49894,499999,41381,0.09978819957639916,0.8293782819577504,0.08276216552433105,30-50,M,aphillips,nicole01@nelson.com,Shannon Price,F,32
61,AKX,2017-10-20,2018-09-04,319,Friday,806945,USD,61293,500003,623030,0.12258526448841307,10.164782275300606,1.2460525236848579,30-35,B,aphillips,nicole01@nelson.com,Shannon Price,F,32
62,GRZ,2018-10-07,2020-06-21,623,Sunday,243290,GBP,13661,500001,186522,0.027321945356109288,13.653612473464607,0.3730432539134922,20-35,M,alexandra28,thall@small.net,Sherri Moore,F,26
63,KTR,2018-08-31,2019-02-20,173,Friday,784654,USD,7149,500002,353162,0.014297942808228768,49.40019583158484,0.7063211747153011,35-50,F,alexandra28,thall@small.net,Sherri Moore,F,26
64,AKX,2019-03-08,2020-05-18,437,Friday,139185,USD,45990,500001,79841,0.09197981604036792,1.7360513155033703,0.15968168063663873,30-50,F,alexandra28,thall@small.net,Sherri Moore,F,26
65,BYU,2019-01-19,2019-05-25,126,Saturday,668250,EUR,56480,500000,386197,0.11296,6.837765580736544,0.772394,30-40,M,gonzalezjustin,jasoncox@hotmail.com,Patricia Morgan,F,59
66,GRZ,2019-02-20,2020-02-26,371,Wednesday,382747,GBP,41056,500002,25021,0.08211167155331378,0.6094358924395947,0.05004179983280067,20-40,B,gonzalezjustin,jasoncox@hotmail.com,Patricia Morgan,F,59
67,AKX,2019-02-24,2020-10-27,611,Sunday,827368,GBP,57376,499997,234231,0.1147526885161311,4.082386363636363,0.46846481078886476,30-45,F,gonzalezjustin,jasoncox@hotmail.com,Patricia Morgan,F,59
68,BYU,2018-03-10,2019-09-30,569,Saturday,631946,GBP,39205,499997,538263,0.07841047046282278,13.729447774518556,1.0765324591947552,20-35,M,gonzalezjustin,jasoncox@hotmail.com,Patricia Morgan,F,59
69,GRZ,2017-10-11,2018-01-19,100,Wednesday,993145,EUR,36312,500000,553404,0.072624,15.240251156642433,1.106808,35-55,B,gonzalezjustin,jasoncox@hotmail.com,Patricia Morgan,F,59
70,AKX,2018-11-16,2020-04-08,509,Friday,790691,USD,48835,500005,251465,0.0976690233097669,5.1492781816320266,0.5029249707502925,40-60,M,gonzalezjustin,jasoncox@hotmail.com,Patricia Morgan,F,59
71,KTR,2018-08-12,2020-11-08,819,Sunday,709144,EUR,69991,500001,662210,0.13998172003655993,9.461359317626552,1.3244173511652977,40-60,F,gonzalezjustin,jasoncox@hotmail.com,Patricia Morgan,F,59
72,GRZ,2017-06-11,2019-06-06,725,Sunday,475778,USD,37556,499996,407893,0.07511260090080721,10.860927681329215,0.8157925263402107,25-40,B,sethbarry,kruiz@coleman.com,Erika Kelly,F,25
73,GRZ,2018-12-31,2020-09-16,625,Monday,376501,USD,40908,499997,269493,0.0818164908989454,6.587782340862423,0.5389892339354037,35-40,B,sethbarry,kruiz@coleman.com,Erika Kelly,F,25
74,BYU,2019-06-29,2019-12-10,164,Saturday,556693,EUR,69724,500001,198599,0.1394477211045578,2.8483592450232345,0.3971972056055888,35-55,M,sethbarry,kruiz@coleman.com,Erika Kelly,F,25
75,KTR,2019-08-17,2020-07-15,333,Saturday,19136,GBP,6304,499998,3376,0.012608050432201728,0.5355329949238579,0.006752027008108032,35-45,F,gregoryhaley,leonardcheryl@yahoo.com,Sarah Rodriguez,F,30
76,KTR,2018-08-17,2019-05-21,277,Friday,943984,GBP,22028,499997,592478,0.044056264337586026,26.89658616306519,1.1849631097786586,25-30,B,gregoryhaley,leonardcheryl@yahoo.com,Sarah Rodriguez,F,30
77,GRZ,2019-03-20,2019-04-16,27,Wednesday,343684,GBP,79057,500001,80372,0.15811368377263246,1.0166335681849805,0.16074367851264298,35-50,B,gregoryhaley,leonardcheryl@yahoo.com,Sarah Rodriguez,F,30
78,BYU,2019-05-02,2020-04-24,358,Thursday,55607,GBP,25811,499998,37747,0.051622206488825956,1.4624384952152183,0.07549430197720791,35-45,F,gregoryhaley,leonardcheryl@yahoo.com,Sarah Rodriguez,F,30
79,AKX,2019-12-08,2020-07-28,233,Sunday,138506,USD,59134,499999,68743,0.11826823653647307,1.162495349545101,0.13748627497254995,30-40,F,gregoryhaley,leonardcheryl@yahoo.com,Sarah Rodriguez,F,30
80,GRZ,2019-02-05,2020-01-23,352,Tuesday,281675,GBP,34119,499998,270746,0.06823827295309182,7.935343943257423,0.5414941659766639,25-35,M,walkerdarlene,ysanchez@gmail.com,Craig Keller,M,29
81,GRZ,2018-12-29,2020-01-02,369,Saturday,859898,EUR,51619,499999,617407,0.10323820647641295,11.960847749859548,1.2348164696329393,40-50,B,walkerdarlene,ysanchez@gmail.com,Craig Keller,M,29
82,BYU,2018-08-09,2020-04-18,618,Thursday,692634,EUR,86683,500000,135868,0.173366,1.5674122953751024,0.271736,25-45,M,walkerdarlene,ysanchez@gmail.com,Craig Keller,M,29
83,BYU,2018-02-04,2018-12-25,324,Sunday,545183,EUR,36607,499996,375389,0.07321458571668574,10.254568798317262,0.7507840062720502,25-45,F,walkerdarlene,ysanchez@gmail.com,Craig Keller,M,29
84,KTR,2017-11-15,2019-04-21,522,Wednesday,925376,GBP,41287,500000,362760,0.082574,8.786300772640299,0.72552,25-35,M,walkerdarlene,ysanchez@gmail.com,Craig Keller,M,29
85,AKX,2018-08-07,2018-09-24,48,Tuesday,889814,EUR,36886,500000,687543,0.073772,18.639673588895516,1.375086,25-35,M,walkerdarlene,ysanchez@gmail.com,Craig Keller,M,29
86,AKX,2018-01-11,2020-10-13,1006,Thursday,168238,USD,48580,499999,94751,0.09716019432038864,1.9504116920543433,0.189502379004758,25-40,M,zcantrell,brandonmonroe@yahoo.com,Audrey Gardner,F,64
87,KTR,2018-04-08,2020-07-28,842,Sunday,303022,USD,50882,499998,20277,0.10176440705762824,0.398510278684014,0.04055416221664886,30-35,B,zcantrell,brandonmonroe@yahoo.com,Audrey Gardner,F,64
88,BYU,2017-12-30,2019-01-01,367,Saturday,245871,GBP,35980,499999,172856,0.07196014392028784,4.804224569205114,0.34571269142538286,40-60,B,zcantrell,brandonmonroe@yahoo.com,Audrey Gardner,F,64
89,GRZ,2019-06-04,2019-04-05,-60,Tuesday,551126,GBP,17738,499997,24326,0.035476212857277145,1.3714060209719248,0.048652291913751484,20-25,F,zcantrell,brandonmonroe@yahoo.com,Audrey Gardner,F,64
90,BYU,2019-04-26,2019-08-14,110,Friday,719911,USD,13903,499998,48225,0.027806111224444898,3.4686758253614327,0.0964503858015432,20-35,M,simoncatherine,danielle63@gmail.com,Rebecca Burns,F,61
91,BYU,2019-03-26,2020-04-08,379,Tuesday,190504,USD,48757,500003,71750,0.09751341491951049,1.4715835674877453,0.14349913900516598,40-50,B,simoncatherine,danielle63@gmail.com,Rebecca Burns,F,61
92,BYU,2018-08-14,2019-03-05,203,Tuesday,579536,USD,13714,499999,387097,0.02742805485610971,28.226410966895145,0.7741955483910968,35-55,B,rsmith,normanjose@yahoo.com,Andrew Conway,M,84
93,AKX,2017-03-12,2019-09-13,915,Sunday,808664,EUR,58544,499999,364477,0.11708823417646835,6.225693495490571,0.7289554579109159,25-40,B,rsmith,normanjose@yahoo.com,Andrew Conway,M,84
94,AKX,2018-05-12,2020-05-23,742,Saturday,987420,GBP,44698,499999,522742,0.08939617879235759,11.694975166674125,1.045486090972182,20-40,B,rsmith,normanjose@yahoo.com,Andrew Conway,M,84
95,AKX,2019-02-23,2020-02-06,348,Saturday,110701,GBP,68659,499998,14200,0.1373185492741971,0.20681920796982187,0.028400113600454403,20-25,M,rsmith,normanjose@yahoo.com,Andrew Conway,M,84
96,KTR,2019-07-24,2020-09-25,429,Wednesday,443523,GBP,2238,500002,306926,0.004475982096071616,137.14298480786417,0.6138495446018216,20-25,M,rsmith,normanjose@yahoo.com,Andrew Conway,M,84
97,GRZ,2017-10-31,2019-09-29,698,Tuesday,810295,GBP,27361,499999,280349,0.05472210944421889,10.246299477358283,0.5606991213982429,20-30,M,victoriahorn,daniel58@hotmail.com,Emily Avila,F,88
98,GRZ,2019-04-21,2020-05-26,401,Sunday,207892,USD,12270,500000,195837,0.02454,15.960635696821516,0.391674,30-50,B,victoriahorn,daniel58@hotmail.com,Emily Avila,F,88
99,AKX,2019-07-23,2021-05-02,649,Tuesday,317718,EUR,47054,500000,99679,0.094108,2.1183958855782716,0.199358,40-50,M,victoriahorn,daniel58@hotmail.com,Emily Avila,F,88
100,AKX,2019-01-28,2021-01-24,727,Monday,955202,USD,14621,499999,905450,0.029242058484116967,61.92804869707955,1.8109036218072436,40-55,B,davidcarter,elizabethbrown@hotmail.com,Victoria Burke,F,41
101,AKX,2018-06-01,2019-05-24,357,Friday,11449,GBP,34433,500000,5249,0.068866,0.15244097232306217,0.010498,20-25,M,davidcarter,elizabethbrown@hotmail.com,Victoria Burke,F,41
102,AKX,2019-05-20,2021-10-01,865,Monday,693867,EUR,17636,500000,531412,0.035272,30.132229530505782,1.062824,30-40,B,hjohnson,calderonrhonda@yahoo.com,Gabriel Chen,M,73
103,KTR,2018-05-15,2020-08-04,812,Tuesday,402990,EUR,37741,500002,91022,0.0754816980732077,2.4117537956068995,0.18204327182691268,35-50,F,hjohnson,calderonrhonda@yahoo.com,Gabriel Chen,M,73
104,AKX,2018-06-09,2019-07-22,408,Saturday,783966,USD,17671,500000,335622,0.035342,18.992813083583272,0.671244,25-40,B,hjohnson,calderonrhonda@yahoo.com,Gabriel Chen,M,73
105,AKX,2019-04-24,2021-01-28,645,Wednesday,103279,EUR,7417,500000,101686,0.014834,13.709855736820817,0.203372,20-25,F,hjohnson,calderonrhonda@yahoo.com,Gabriel Chen,M,73
106,KTR,2017-11-14,2019-05-16,548,Tuesday,264874,USD,16459,500000,205879,0.032918,12.508597120116654,0.411758,35-40,F,hjohnson,calderonrhonda@yahoo.com,Gabriel Chen,M,73
107,BYU,2018-04-12,2020-05-25,774,Thursday,714791,EUR,35334,500000,56218,0.070668,1.5910454519726043,0.112436,40-55,B,hjohnson,calderonrhonda@yahoo.com,Gabriel Chen,M,73
108,AKX,2019-03-23,2020-01-25,308,Saturday,157096,EUR,20182,499998,90663,0.04036416145664583,4.492270339906848,0.18132672530690122,40-60,F,hjohnson,calderonrhonda@yahoo.com,Gabriel Chen,M,73
109,KTR,2017-10-15,2019-08-18,672,Sunday,242785,GBP,24919,499999,139916,0.04983809967619935,5.614832055860989,0.27983255966511933,25-30,B,jamesmorales,scottsamuel@hotmail.com,Lucas Fowler,M,85
110,KTR,2019-06-25,2021-01-24,579,Tuesday,604562,EUR,56480,499998,89336,0.11296045184180736,1.581728045325779,0.17867271469085877,40-45,M,jamesmorales,scottsamuel@hotmail.com,Lucas Fowler,M,85
111,KTR,2018-10-20,2019-05-20,212,Saturday,89570,USD,49871,499998,11422,0.09974239896959587,0.2290308997212809,0.022844091376365505,30-50,B,jamesmorales,scottsamuel@hotmail.com,Lucas Fowler,M,85
112,BYU,2017-12-23,2019-04-20,483,Saturday,767749,GBP,50550,500001,112255,0.1010997978004044,2.2206726013847677,0.22450955098089803,30-35,F,jamesmorales,scottsamuel@hotmail.com,Lucas Fowler,M,85
113,AKX,2017-11-29,2019-03-20,476,Wednesday,259561,EUR,26774,500000,149263,0.053548,5.574923433181445,0.298526,25-40,M,jamesmorales,scottsamuel@hotmail.com,Lucas Fowler,M,85
114,KTR,2017-09-24,2019-01-19,482,Sunday,833229,EUR,58086,499998,483141,0.11617246468985876,8.317684123540957,0.9662858651434606,30-40,M,jamesmorales,scottsamuel@hotmail.com,Lucas Fowler,M,85
115,KTR,2019-01-24,2019-08-11,199,Thursday,933371,EUR,33599,500000,329985,0.067198,9.821274442691747,0.65997,30-50,M,jamesmorales,scottsamuel@hotmail.com,Lucas Fowler,M,85
116,AKX,2018-06-22,2020-06-15,724,Friday,59142,USD,20918,499999,23183,0.041836083672167346,1.1082799502820537,0.04636609273218546,25-30,M,johnjames,mendozakatherine@rice.org,Jamie Leon,M,89
117,GRZ,2019-02-18,2020-10-27,617,Monday,646757,GBP,55835,499999,629076,0.11167022334044668,11.266696516521895,1.2581545163090326,20-30,M,johnjames,mendozakatherine@rice.org,Jamie Leon,M,89
118,AKX,2017-10-18,2018-05-26,220,Wednesday,260782,GBP,21098,500000,10465,0.042196,0.4960185799601858,0.02093,30-35,F,robertnelson,rachel35@hotmail.com,Kari Burton,F,20
119,AKX,2019-02-20,2019-03-08,16,Wednesday,660716,USD,27564,499999,146832,0.05512811025622051,5.326948193295603,0.29366458732917466,30-35,F,robertnelson,rachel35@hotmail.com,Kari Burton,F,20
120,BYU,2018-12-10,2019-12-26,381,Monday,882607,USD,30817,499999,55065,0.061634123268246535,1.7868384333322518,0.11013022026044052,25-35,B,robertnelson,rachel35@hotmail.com,Kari Burton,F,20
121,KTR,2017-11-12,2018-06-22,222,Sunday,43916,EUR,74954,499999,18902,0.14990829981659964,0.2521813378872375,0.037804075608151216,45-65,F,robertnelson,rachel35@hotmail.com,Kari Burton,F,20
122,GRZ,2018-03-25,2020-04-03,740,Sunday,563471,USD,74199,500001,355097,0.14839770320459358,4.785738352268899,0.7101925796148407,35-55,F,robertnelson,rachel35@hotmail.com,Kari Burton,F,20
123,GRZ,2019-01-21,2019-09-27,249,Monday,493641,USD,29979,499997,192530,0.0599583597501585,6.422162180192801,0.38506231037386224,25-35,F,robertnelson,rachel35@hotmail.com,Kari Burton,F,20
124,AKX,2017-11-16,2018-04-03,138,Thursday,894321,USD,43184,499999,832881,0.08636817273634548,19.28679603556873,1.665765331530663,25-40,M,robertnelson,rachel35@hotmail.com,Kari Burton,F,20
125,BYU,2018-02-05,2018-10-27,264,Monday,124912,EUR,32627,499999,10834,0.06525413050826101,0.33205627241241914,0.021668043336086674,20-30,M,hgomez,acostaryan@harrell.biz,Rebecca Hester,F,84
126,AKX,2019-08-24,2020-03-14,203,Saturday,841317,EUR,19117,499998,240445,0.03823415293661175,12.577548778574045,0.4808919235676943,25-35,B,hgomez,acostaryan@harrell.biz,Rebecca Hester,F,84
127,BYU,2019-02-08,2021-02-15,738,Friday,967036,GBP,58106,499999,4906,0.11621223242446485,0.08443190032010464,0.009812019624039247,25-30,B,hgomez,acostaryan@harrell.biz,Rebecca Hester,F,84
128,BYU,2018-03-07,2019-05-30,449,Wednesday,616558,EUR,68782,500000,166926,0.137564,2.426884940827542,0.333852,30-45,B,hgomez,acostaryan@harrell.biz,Rebecca Hester,F,84
129,GRZ,2018-08-19,2019-06-16,301,Sunday,480958,GBP,17206,499999,164095,0.03441206882413765,9.537080088341277,0.3281906563813128,20-35,M,hgomez,acostaryan@harrell.biz,Rebecca Hester,F,84
130,KTR,2018-02-15,2018-11-27,285,Thursday,763397,USD,55093,499998,170063,0.11018644074576299,3.086834988111012,0.34012736050944203,20-25,B,balljennifer,vlloyd@gmail.com,Amber Taylor,F,44
